Meanwhile, Centre for Disease Control has recommended that sporting events and other large events and mass gatherings be cancelled or postponed for the next eight weeks.	इसी बीच, रोग नियंत्रण केंद्र ने यह सुझाव दिया है कि अगले 8 हफ्तों के लिए खेल और अन्य बड़े कार्यक्रमों को रद्द या स्थगित कर दिया जाए।
Law Minister Ravi Shankar Prasad said all those involved in the most reprehensible crimes including the Nirbhaya gang-rape case, should be awarded capital punishment.	कानून मंत्री रवि शंकर प्रसाद ने कहा कि निर्भया गैंग रेप सहित ऐसे जघन्य अपराधों में शामिल सभी दोषियों को मृत्यु दंड दिया जाना चाहिए।
Health Secretary Rajesh Bhushan has written to Kerala Chief Secretary recommending measures to be taken in wake of the outbreak in Kozhikode, based on a report submitted by a Central team that visited the district.	केंद्र की एक टीम जिसने उस जिले का दौरा किया था, उनके एक रिपोर्ट के आधार पर, स्वास्थ्य सचिव राजेश भूषण ने केरल के मुख्य सचिव को कोलिकोडे में प्रकोप के चलते कुछ उपाय लिखकर भेजे है।
In the mixed doubles, India's Kona Tarun, partnering Canada's B R Sankeerth failed to cross the first round hurdle, losing to Korean duo of Lee Yong Dae and Yoo Yeon Seong 21-11, 21-11.	मिश्रित युगल में भारत के कोना तरूण और जोड़ीदार कनाड़ा के बी. आर. संकीर्थ पहले दौर में विफल रहे जिसमें    ली योंग डे और यू योन सेओंग की कोरोयाइ जोड़ी से 21-11, 21-11 से वह हार गए ।
Prime Minister Narendra Modi’s two-day visit to Kyrgyzstan for SCO Summit at Bishkek from tomorrow is expected to further boost the bilateral ties with Kyrgyzstan.	कल से शुरू होने वाली प्रधान मंत्री नरेंद्र मोदी की बिश्केक में एससीओ समिट के लिए किर्गिस्तान को दो दिवसीय भेट से किर्गिस्तान के साथ द्वि-देशिया संबंध और आगे बढ़ने की अपेक्षा है।
The Prime Minister said, he will be connecting with Olympics contingent in virtual node in July, to motivate them and assure them that a proud nation stands with them.	उन्होंने बताया कि जुलाई में वे भारत के ओलंपिक दल को प्रेरित करने के लिए और सभी भारतियों की ओर से उन्हें शुभकामनाएं देने के लिए वर्चुअली उनसे जुड़ेंगे।
In his address after inaugurating the Vaishvik Bhartiya Vaigyanik, (VAIBHAV) Summit last evening through video conference, the Prime Minister said, just recently, India introduced pioneering space reforms which provide opportunities for both industry and academia.	वीडियो कांफ्रेंस के माध्यम से कल शाम वैश्विक  भारतीय वैज्ञानिक शिखर सम्मेलन का उद्घाटन करने के बाद अपने संबोधन में प्रधानमंत्री ने कहा कि अभी हाल ही में भारत ने अग्रणी अंतरिक्ष सुधारों की शुरुआत की है जो उद्योग और शिक्षा दोनों के लिए अवसर प्रदान करेंगे हैं|
Prakash Javadekar says, there has been decrease in corruption due to steps taken by NDA govt	प्रकाश जावेडकर ने कहा कि एनडीए सरकार द्वारा उठाए गए कदमों से भ्रष्टाकार कम हुआ है ।
Ways to enhance the bilateral trade volume, as well as trade value, were also discussed.	द्विपक्षीय व्यापार की मात्रा बढ़ाने के रास्तों के साथ ट्रेड वैल्यू बढ़ाने पर भी चर्चा की गई।
On its part the Film Division is organizing online film festival titled India@75Voyage of Progress.	अपनी तरफ से फिल्म डिवीज़न एक ऑनलाइन फिल्म महोत्सव का आयोजन कर रह है जिसका शीर्षक है इंडिया@७५ वॉयेज ऑफ़ प्रोग्रेस।
Briefing media in New Delhi, Director General in the Commission, Dilip Sharma said, of the total seizure, cash worth over 839 crore rupees and drugs worth 1270 crore rupees were confiscated.	मीडिया कोनई दिल्ली में  सूचना देते हुए आयोग के महानिदेशक दिलीप शर्मा ने कहा कि, जब्त की गई कुल राशि में से 839 करोड़ रुपये से अधिक की नकदी और 1270 करोड़ रुपये की नशीली दवाएं पकड़ी गई।
This format was a huge success during the last 2 years.	यह स्वरूप पिछले २ साल से बहुत यशस्वी रहा है।
SC dismisses PIL on 100% matching of VVPAT slips with EVMs	EVM के साथ सभी VVPAT पर्चियों के मिलान की याचिका को सर्वोच्च न्यायालय ने किया खारिज
US President Joe Biden and first lady Jill Biden will attend memorials in New York and at Shanksville in Pennsylvania – the location of the fallen United Airlines 93 flight.	यूएस राष्ट्रपति जो बायडेन और उनकी पत्नी जिल बायडेन न्यू यॉर्क और शांक्सविले पेनसिलवेनिया में - जहाँ यूनाइटेड एयरलाइन्स ९३ विमान गिरा था, एक स्मरण कार्यक्रम में उपस्थित होंगे।
The aim of the summit is to bring Indian origin luminaries in academic institutes and Research and Development organizations across the world and resident counterparts on a single platform to debate upon collaboration mechanisms to strengthen academic and Science and Technology base in India for global development.	इस शिखर सम्मेलन का उद्देश्य वैश्व के विकास के लिए भारत में विज्ञान और प्रौद्योगिकी मुल आधार को मजबूत करने के लिए सहयोग तंत्र पर बहस करने के लिए दुनिया भर के शिक्षण संस्थानों और अनुसंधान और विकास संगठनों और भारतीय मूल के रेसिडेंड समक्षों एवं दिग्गजों को एक मंच पर लाना है|
The BJP President said, after a long time, the people of the country have seen a general election where inflation and corruption issues were missing.	बीजेपी अध्यक्ष ने कहा कि लंबे समय के बाद देश के लोगों ने ऐसा चुनाव देखा है जिसमें महंगाई और भ्रष्टाचार के मुद्दों की कमी थी।
He said he has not seen a Prime Minister who connected with the people in the way Prime Minister Narendra Modi has.	उन्होंने कहा कि उन्होंने इससे पहले किसी ऐसे प्रधानमंत्री को नहीं देखा जैसे प्रधानमंत्री नरेंद्र मोदी है, जो इस तरह से लोगों से जुड़ते हैं।
The applicants can also pose their questions on this platform.	आवेदक अपने सवाल इस प्लेटफार्म अपर भी पूँछ सकते हैं।
