Jammu and Kashmir Chief Secretary, Dr . Arun Kumar Mehta chaired a meeting yesterday to review preparations for the ensuing Tourism Festival in the Union Territory to be organized over a period of three months under Azadi ka Amrit Mahotsav.	ఆజాదీ కా అమృత్ ఆధ్వర్యంలో మూడు నెలల పాటు కేంద్రపాలిత ప్రాంతంలో నిర్వహించనున్న పర్యాటక ఉత్సవాల  సన్నాహాలను సమీక్షించడానికి జమ్మూ కాశ్మీర్ ప్రధాన కార్యదర్శి, డా. మహోత్సవ్ నిన్న ఒక సమావేశానికి అధ్యక్షత వహించారు.
The External Affairs Minister said, close as we are to its epicentre, let us appreciate the value of international cooperation to that end.	మనం ఇంచు మించు దాని ఎపీసెంటర్‌కి దగ్గరగా ఉన్నందున, ఆ మేరకు అంతర్జాతీయ సహకారం యొక్క విలువను మనం ప్రశంసిచాలి అని విదేశాంగ మంత్రి అన్నారు.
Mr Modi spoke to a number of people ranging from those engaged in transporting medical oxygen to lab technicians during his Mann Ki Baat programme.	తన మన్ కీ బాత్ కార్యక్రమం ప్రసారం అవుతున్నప్పుడు వైద్య ఆక్సిజన్ ను రవాణా చేసే వాళ్ళ నుంచి ల్యాబ్ టెక్నీషియన్ల వరకు చాలా మందితో శ్రీ మోదీ మాట్లాడారు.
While many international sporting events have been postponed or cancelled, Japanese Prime Minister Shinzo Abe promised on Friday that Tokyo would host the Olympic Games as planned in July and August.	అనేక అంతర్జాతీయ పోటిలను వాయిదా లేదా రద్ధు చేసినప్పటికీ,శుక్రవారం  జపాన్ ప్రధాన మంత్రి షినో అబేవాగ్దానం మేరకే జూలై మరియు ఆగష్టు నెలలోనే ప్రణాళిక ప్రకారమే ఒలంపిక్ పోటీలు నిర్వహించబడుతుంది.
The Civil Aviation Ministry has sought some clarification from the Civil Aviation Authority of Bangladesh (CAAB) on a few provisions on its categorisation of passengers before resuming flights from September 3.	సెప్టెంబరు 3 నుండి విమానాలను పునఃప్రారంభించే ముందు ప్రయాణీకుల వర్గీకరణపై కొన్ని నిబంధనలపైపౌర విమానయాన మంత్రిత్వ శాఖ బంగ్లాదేశ్ సివిల్ ఏవియేషన్ అథారిటీ (CAAB) నుండి కొంత వివరణ కోరింది.
He said the people of Zambia are truly grateful for the support received from India over the years.	భారత దేశం నుండి ఎన్నోసంవత్సరాలుగాఅందుతున్న మద్దతుకు జాంబియా ప్రజలుమనసు పూర్వకంగా కృతజ్ఞతతో ఉన్నారని ఆయన అన్నారు.
Speaking at the event, the Minister emphasized on the necessity to impart quality education to girl child to make them self-reliant, confident and successful.	ఆడపిల్లలు ఎవరి మీద ఆధారపడకుండా, ఆత్మవిశ్వాసంతో ఉండడానికి, విజయం సాధించడానికి మంచి విద్యను అందించాల్సిన అవసరం ఉందని మంత్రిగారు కార్యక్రమంలో అన్నారు.
The full Election Commission (EC) that comprises CEC Sunil Arora and fellow commissioners Ashok Lavasa and Sushil Chandra today ruled that dissents and minority views in Election Commission orders, in cases of model code violations, would not be made public.	మోడల్ కోడ్ ఉల్లంఘనలకు సంబంధించి తన ఉత్తర్వుల్లోని భిన్నాభిప్రాయాలు బహిరంగపరచబడవని ఇసి  చెప్పారు అని CEC సునీల్ అరోరా మరియు సహ కమీషనర్లు అశోక్ లాసా మరియు సుశీల్ చంద్రతో కూడిన పూర్తి ఎన్నికల సంఘం (EC) ఈరోజు అన్నారు.
Mentioning that water is precious, the Chief Minister appealed to the people of the State to stop wasting water and avoid leaving a running tap unattended.	నీరు చాలా విలువైనదని, నీటిని వృధా చేయకూడదని మరియు కుళాయిలను కారుతూ వదిలివేయవద్దని రాష్ట్ర ప్రజలకు ముఖ్యమంత్రి విజ్ఞప్తి చేశారు.
Referring to the arrest of Arnab Goswami in Mumbai earlier this morning, Mr . Javadekar expressed displeasure over the way press is being treated in the state.	ఈరోజు ఉదయం ముంబైలో జరిగిన అర్నబ్ గోస్వామి అరెస్టు గురించి మాట్లాడుతూ, రాష్ట్రంలో విలేకరుల పట్ల వ్యవహరించే తీరు మీద అసంతృప్తి వ్యక్తం చేసారు.
